Data księgowania,Typ zapisu,Typ dokumentu,Nr dokumentu,Nr zapasu,Opis szukany,Nr źródła,Nazwa,Nr partii,Data ważności,Kod lokalizacji,Ilość,Ilość zafakturowana,Ilość pozostała,Koszt na jednostkę,Kwota sprzedaży (rzeczywista),Kwota kosztu (rzeczywista),Nr seryjny,Nr wiersza dokumentu,Nr wiersza komp. zlec. prod.,Nr wiersza zlecenia,Nr zadania zlecenia,Nr zapisu,Nr zlecenia,Nr zlecenia,Opis,Otwarte,Typ zlecenia,Zapis rozliczony do skorygow.
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31984,Z04007,OP-RĘCZNIK CELULOZ.ŚREDNI RC 100 M A'6SZT,N0293,OP-RĘCZNIK CELULOZ.ŚREDNI RC 100 M A'6SZT,01.08.2026,8/1/2026,2,-6,-6,0,0.00,35.17,-31.80,,20000,0,0,,1854733,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31984,Z08003,"JOGURT NATURALNY SKYR BEZ LAKTOZY A'0,2KG MALUTA",N0293,"JOGURT NATURALNY SKYR BEZ LAKTOZY A'0,2KG MALUTA",17.12.2025,12/17/2025,2,-12,-12,0,0.00,30.17,-30.00,,10000,0,0,,1854732,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31983,Z06316,"SYROP RÓŻANY A'0,7L MONIN",N2000,"SYROP RÓŻANY A'0,7L MONIN",08.2028,8/31/2028,2,-3,-3,0,0.00,112.50,-96.93,,10000,0,0,,1854731,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31974,Z05558,TWARÓG KRAJANKA-PÓŁTŁ A'1 KG.-WŁOSZCZOWA,N0293,TWARÓG KRAJANKA-PÓŁTŁ A'1 KG.-WŁOSZCZOWA,20.12.25/7,12/20/2025,2,-1,-1,0,0.00,11.91,-11.90,,60000,0,0,,1854674,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31974,Z06424,ORZECHY NERKOWCA A'1KG,N0293,ORZECHY NERKOWCA A'1KG,23/D/N/1/1,7/31/2028,2,-1,-1,0,0.00,32.81,-32.80,,50000,0,0,,1854673,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31974,Z01456,R-362,N0293,"MĄKA PSZENNA WROCŁAWSKA ""500"" A'1 KG SZCZEPANKI BD",21.04.2026,4/21/2026,2,-10,-10,0,0.00,17.14,-17.00,,40000,0,0,,1854672,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31974,Z07756,PASTA Z SUSZONYMI POMIDORAMI I ŻURAWINĄ 900G WAWRZ,N0293,PASTA Z SUSZONYMI POMIDORAMI I ŻURAWINĄ 900G WAWRZ,24.12.2025,12/24/2025,2,-1,-1,0,0.00,0.02,-0.01,,30000,0,0,,1854671,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31974,Z07754,PASTA CEBULOWO POMIDOROWA 900G WAWRZYNIEC,N0293,PASTA CEBULOWO POMIDOROWA 900G WAWRZYNIEC,246,1/1/2026,2,-1,-1,0,0.00,0.02,-0.01,,20000,0,0,,1854670,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31974,Z07753,PASTA HUMMUS Z PESTKAMI DYNI I SŁON. 900 G WAWRZY.,N0293,PASTA HUMMUS Z PESTKAMI DYNI I SŁON. 900 G WAWRZY.,295,2/19/2026,2,-1,-1,0,0.00,0.02,-0.01,,10000,0,0,,1854669,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31966,Z05525,SEREK HOMO O SMAKU WANILIOWYM MALUTA A'5KG BL,N0293,SEREK HOMO O SMAKU WANILIOWYM MALUTA A'5KG BL,10.12.2025,12/10/2025,2,-10,-10,0,0.00,47.33,-94.70,,20000,0,0,,1854598,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31966,Z07287,SOS SOJOWY LESS SALT A'975 ML DEVELEY,N0293,SOS SOJOWY LESS SALT A'975 ML DEVELEY,L24136XXXX,11/30/2025,2,-1,-1,0,0.00,13.89,-13.79,,10000,0,0,,1854597,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31967,Z06675,SEZAM A'1KG,N0976,SEZAM A'1KG,2/D/N/1/1,7/31/2027,2,-1,-1,0,0.00,13.80,-9.60,,40000,0,0,,1854583,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31967,Z06425,CZARNUSZKA A'1KG,N0976,CZARNUSZKA A'1KG,31.10.2026,10/31/2026,2,-1,-1,0,0.00,15.00,-11.31,,30000,0,0,,1854582,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31967,Z07819,PULPA Z MANGO 850G.,N0976,PULPA Z MANGO 850G.,894/2025,4/9/2027,2,-6,-6,0,0.00,67.62,-56.34,,20000,0,0,,1854581,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31967,Z06418,MAK NIEBIESKI  A'1KG,N0976,MAK NIEBIESKI  A'1KG,31/D/N/1/1,9/5/2027,2,-5,-5,0,0.00,81.00,-62.50,,10000,0,0,,1854580,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31965,Z02388,D-184,N3248,DESERÓWKA BIERUŃSKA UHT 33% A'5L ŻÓŁTA,27.01.2026,1/27/2026,2,-20,-20,0,0.00,263.20,-235.00,,10000,0,0,,1854571,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31964,Z07685,"CALLEBAUT-CZEKOLADA CIEMNA 70-30-38 A'2,5KG",N1630,"CALLEBAUT-CZEKOLADA CIEMNA 70-30-38 A'2,5KG",251620101,6/11/2027,2,-2.5,-2.5,0,0.00,198.60,-171.20,,40000,0,0,,1854570,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31964,Z04651,"SYROP PUMPKIN SPICE KORZENNY DYNIOWY A'0,7L MONIN",N1630,"SYROP PUMPKIN SPICE KORZENNY DYNIOWY A'0,7L MONIN",09.2028,9/30/2028,2,-1,-1,0,0.00,38.80,-32.31,,20000,0,0,,1854569,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31964,Z03184,"SYROP PIERNIKOWY A'0,7L MONIN",N1630,"SYROP PIERNIKOWY A'0,7L MONIN",09.2028,9/30/2028,2,-1,-1,0,0.00,38.80,-32.31,,10000,0,0,,1854568,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31963,Z01276,TŁ-008,N0451,MARGARYNA 70% QUALITA  A'10KG KRUSZWICA,060326CK,3/6/2026,2,-40,-40,0,0.00,340.80,-304.40,,10000,0,0,,1854567,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31962,Z01875,D-022,N1517,"MIGDAŁ PŁATKI A'12,5/10/16 KG",P871706 CA/24,10/10/2026,2,-90,-90,0,0.00,"3,060.00","-2,899.80",,20000,0,0,,1854561,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31962,Z06741,M-CEBULA KOSTKA A'10KG KARTON,N1517,M-CEBULA KOSTKA A'10KG KARTON,17112025,10/31/2027,2,-500,-500,0,0.00,"1,700.00","-1,500.00",,10000,0,0,,1854560,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31961,Z02381,D-519,N1995,TWARÓG PÓŁTŁ.5%  3-KROTNIE MIELONY A'10KG MALUTA,02.12.2025,12/2/2025,2,-30,-30,0,0.00,405.00,-360.00,,10000,0,0,,1854559,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31958,Z03671,MASŁO EXTRA 200G MALUTA,N3285,MASŁO EXTRA 200G MALUTA,13.12.2025,12/13/2025,2,-20,0,0,0.00,0.00,0.00,,40000,0,0,,1854505,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31958,Z03489,ŚMIETANKA UHT 36% KARTON 5L. BIERUŃ,N3285,ŚMIETANKA UHT 36% KARTON A'5L BIERUŃ NIEBIESKA,28.04.2026,4/28/2026,2,-15,0,0,0.00,0.00,0.00,,30000,0,0,,1854504,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31958,Z03761,MASCARPONE A'1 KG  BIERUŃ,N3285,MASCARPONE A'1 KG  BIERUŃ,13.01.2026,1/13/2026,2,-6,0,0,0.00,0.00,0.00,,20000,0,0,,1854503,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31958,Z03169,"MLEKO 3,2% A`1 L ZAMBROWSKIE",N3285,"MLEKO PŁYNNE 3,2% A`1L ZAMBROWSKIE",170326,3/17/2026,2,-48,0,0,0.00,0.00,0.00,,10000,0,0,,1854502,,,,0, ,0
11/21/2025,Sprzedaż,Faktura korygująca sprzedaży,25/KG/00695,Z02669,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,N0461,DYNIA ZAGĘSZCZONA (PUREE) PROSPONA A'10 KG,010126,1/1/2026,2,30,30,30,0.00,-328.50,293.25,,10000,0,0,,1854501,,,,1, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z02006,R-466,N2097,SOS DIJO MALINOWY A'1KG,L5265A,6/27/2026,2,-1,-1,0,0.00,16.79,-14.63,,70000,0,0,,1854500,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z02008,R-467,N2097,SOS DIJO TOFFI A'1KG,L5042B-001,4/21/2026,2,-2,-2,0,0.00,31.86,-26.28,,60000,0,0,,1854499,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z02009,R-468,N2097,SOS DIJO TRUSKAWKOWY A'1KG,L5295A,7/18/2026,2,-3,-3,0,0.00,46.47,-40.50,,50000,0,0,,1854498,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z04139,MĄKA PSZENNA TYP 750 STAND. A'25KG GDAŃSKIE MŁYNY,N2097,MĄKA PSZENNA TYP 750 STAND. A'25KG GDAŃSKIE MŁYNY,13034/25,4/30/2026,2,-25,-25,0,0.00,44.00,-31.00,,40000,0,0,,1854497,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z04134,MĄKA PSZENNA TYP 450 TORTOWA BEZ DOD.A'25KG,N2097,MĄKA PSZENNA TYP 450 TORTOWA BEZ DOD.A'25KG,12746/25,6/30/2026,2,-25,-25,0,0.00,48.00,-34.75,,30000,0,0,,1854496,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z04164,MĄKA ORKISZOWA TYP 630 A'25KG GDAŃSKIE MŁYNY,N2097,MĄKA ORKISZOWA TYP 630 A'25KG GDAŃSKIE MŁYNY,27202/25,6/30/2026,2,-25,-25,0,0.00,146.75,-111.50,,20000,0,0,,1854495,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z04136,MĄKA ŻYTNIA TYP 720  A'25KG,N2097,MĄKA ŻYTNIA TYP 720  A'25KG GDAŃSKIE MŁYNY,31900/25,2/28/2026,2,-25,-25,0,0.00,43.75,-30.25,,10000,0,0,,1854494,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31957,Z04136,MĄKA ŻYTNIA TYP 720  A'25KG,N2097,MĄKA ŻYTNIA TYP 720  A'25KG GDAŃSKIE MŁYNY,31947/25,2/28/2026,2,-250,-250,0,0.00,437.50,-302.50,,10000,0,0,,1854493,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z02768,SER PLASTRY CHEDDAR TMT A'1 KG / KARTON 12KG,N1995,SER PLASTRY CHEDDAR TMT A'1 KG / KARTON 12KG,12024/25,1/14/2026,2,-1,-1,0,0.00,29.00,-23.50,,190000,0,0,,1854492,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z02411,R-178,N1995,ŚMIETANKA 30% KREMOWA UHT A'5L FARMER,14.01.2026,1/14/2026,2,-6,-6,0,0.00,471.60,-383.70,,180000,0,0,,1854491,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z03097,JOGURT NATURALNY BEZ LAKTOZY A'5KG WIADRO MALUTA,N1995,JOGURT NATURALNY BEZ LAKTOZY A'5KG WIADRO MALUTA,04.12.2025,12/4/2025,2,-12,-12,0,0.00,348.00,-303.60,,170000,0,0,,1854490,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z06618,SOLAN W ZALEWIE A'10KG/6KG PO ODCIEKU MALUTA,N1995,SOLAN W ZALEWIE A'10KG/6KG PO ODCIEKU MALUTA,05.03.2026,3/5/2026,2,-17,-17,0,0.00,"3,060.00","-2,835.60",,160000,0,0,,1854489,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z01319,TŁ-083,N1995,TŁUSZCZ KOKOSOWY UNIFET A'10 KG,450863/1,8/11/2027,2,-20,-20,0,0.00,252.00,-231.80,,150000,0,0,,1854488,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z08089,MAJONEZ BEZ CUKRU A'5KG DEVELEY,N1995,MAJONEZ BEZ CUKRU A'5KG DEVELEY,2790250,2/4/2026,2,-24,-24,0,0.00,"1,413.60","-1,300.48",,140000,0,0,,1854487,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z07142,SER TARTY A'1KG SPAGHETTINO TMT,N1995,SER TARTY A'1KG SPAGHETTINO TMT,11890/25,2/3/2026,2,-28,-28,0,0.00,"1,030.40",-924.00,,130000,0,0,,1854486,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z07144,"SER TARTY MIMOLETTE A'2,5KG TMT",N1995,"SER TARTY MIMOLETTE A'2,5KG TMT",12068/25,1/16/2026,2,-30,-30,0,0.00,747.00,-660.00,,120000,0,0,,1854485,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z02381,D-519,N1995,TWARÓG PÓŁTŁ.5%  3-KROTNIE MIELONY A'10KG MALUTA,02.12.2025,12/2/2025,2,-40,-40,0,0.00,540.00,-480.00,,110000,0,0,,1854484,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z04178,JAJA GOTOWANE W ZALEWIE A'7KG OVOVITA 140SZT/WIADR,N1995,JAJA GOTOWANE W ZALEWIE A'7KG OVOVITA 140SZT/WIADR,22.12.2025,12/22/2025,2,-31,-31,0,0.00,"4,464.00","-4,030.00",,100000,0,0,,1854483,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z04178,JAJA GOTOWANE W ZALEWIE A'7KG OVOVITA 140SZT/WIADR,N1995,JAJA GOTOWANE W ZALEWIE A'7KG OVOVITA 140SZT/WIADR,19.12.2025,12/19/2025,2,-9,-9,0,0.00,"1,296.00","-1,170.00",,100000,0,0,,1854482,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z02773,SER GOUDA PLASTRY WŁOSZCZOWA A'1KG,N1995,SER GOUDA PLASTRY WŁOSZCZOWA A'1KG,01.02.2026,2/1/2026,2,-42,-42,0,0.00,"1,041.60",-907.20,,90000,0,0,,1854481,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z03724,SEREK HOMOG. O SM. WANILIOWYM A'10KG MALUTA,N1995,SEREK HOMOG. O SM. WANILIOWYM A'10KG MALUTA,03.12.2025,12/3/2025,2,-60,-60,0,0.00,537.00,-525.00,,80000,0,0,,1854480,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z05525,SEREK HOMO O SMAKU WANILIOWYM MALUTA A'5KG BL,N1995,SEREK HOMO O SMAKU WANILIOWYM MALUTA A'5KG BL,10.12.2025,12/10/2025,2,-40,-40,0,0.00,418.80,-378.80,,70000,0,0,,1854479,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z05525,SEREK HOMO O SMAKU WANILIOWYM MALUTA A'5KG BL,N1995,SEREK HOMO O SMAKU WANILIOWYM MALUTA A'5KG BL,23.11.2025,11/23/2025,2,-25,-25,0,0.00,261.75,-236.75,,70000,0,0,,1854478,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z03489,ŚMIETANKA UHT 36% KARTON 5L. BIERUŃ,N1995,ŚMIETANKA UHT 36% KARTON A'5L BIERUŃ NIEBIESKA,28.04.2026,4/28/2026,2,-325,-325,0,0.00,"5,853.25","-4,858.75",,60000,0,0,,1854477,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z02783,"SER CHEDDAR WIÓRKI A'2,5KG TMT",N1995,"SER CHEDDAR WIÓRKI A'2,5KG TMT",12067/25,1/16/2026,2,-140,-140,0,0.00,"4,060.00","-3,206.00",,50000,0,0,,1854476,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z05227,JOGURT NATURALNY TYPU GRECKIEGO A'10KG BIERUŃ,N1995,JOGURT NATURALNY TYPU GRECKIEGO A'10KG BIERUŃ,20251221,12/21/2025,2,-190,-190,0,0.00,"1,035.50",-874.00,,40000,0,0,,1854475,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z04360,JOGURT NATURALNY MALUTA WOREK A`5 KG,N1995,JOGURT NATURALNY MALUTA WOREK A`5 KG,08.12.2025,12/8/2025,2,-225,-225,0,0.00,852.75,-830.25,,30000,0,0,,1854474,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z03222,JOGURT NAT. TYPU ISLANDZKIEGO SKYR A'5KG FARMER,N1995,JOGURT NAT. TYPU ISLANDZKIEGO SKYR A'5KG FARMER,13.12.2025,12/13/2025,2,-330,-330,0,0.00,"2,706.00","-2,554.20",,20000,0,0,,1854473,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z03773,JOGURT NATURALNY 0% B/LAK. WYSOKOBIAŁ.A'5KG MALUTA,N1995,JOGURT NATURALNY 0% B/LAK. WYSOKOBIAŁ.A'5KG MALUTA,11.12.2025,12/11/2025,2,-565,-565,0,0.00,"4,231.85","-3,361.75",,10000,0,0,,1854472,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31943,Z03773,JOGURT NATURALNY 0% B/LAK. WYSOKOBIAŁ.A'5KG MALUTA,N1995,JOGURT NATURALNY 0% B/LAK. WYSOKOBIAŁ.A'5KG MALUTA,05.12.2025,12/5/2025,2,-20,-20,0,0.00,149.80,-119.00,,10000,0,0,,1854471,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31956,Z02740,POMADA ARCTOS FONDANT 30 WIADRO A'15 KG,N0355,POMADA ARCTOS FONDANT 30 WIADRO A'15 KG,25012026/1/1,1/25/2026,2,-15,-15,0,0.00,67.50,-48.75,,50000,0,0,,1854470,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31956,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N0355,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-12,-12,0,0.00,40.68,-31.32,,40000,0,0,,1854469,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31956,Z01924,D-091,N0355,PROSZEK DO PIECZENIA A'2KG,30.10.2026,10/30/2026,2,-2,-2,0,0.00,20.00,-17.40,,30000,0,0,,1854468,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31956,Z02381,D-519,N0355,TWARÓG PÓŁTŁ.5%  3-KROTNIE MIELONY A'10KG MALUTA,02.12.2025,12/2/2025,2,-20,-20,0,0.00,258.00,-240.00,,20000,0,0,,1854467,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31956,Z00155,R-006,N0355,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-50,-50,0,0.00,140.00,-97.00,,10000,0,0,,1854466,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z03597,PANNA COTTA 1000G WANILIOWA,N2906,PANNA COTTA 1000G WANILIOWA,17.02.2026,2/17/2026,2,-1,-1,0,0.00,19.90,-12.18,,160000,0,0,,1854465,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z01363,OW-530,N2906,KOMPOT WIŚNIOWY A'720ML KORKUS,25.08.2027,8/25/2027,2,-1,-1,0,0.00,12.90,-10.65,,150000,0,0,,1854464,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z07510,"MIÓD SZTUCZNY A'0,4KG VORTUMNUS",N2906,"MIÓD SZTUCZNY A'0,4KG VORTUMNUS",102586,2/28/2027,2,-2,-2,0,0.00,10.00,-8.78,,140000,0,0,,1854463,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z05766,"OP-SŁOMKA PAPIEROWA KOLOR 8MM X 19,7 CM A'100 SZT",N2906,"OP-SŁOMKA PAPIEROWA KOLOR 8MM X 19,7 CM A'100 SZT",01.08.2026,8/1/2026,2,-2,-2,0,0.00,12.00,-1.04,,130000,0,0,,1854462,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z03571,OP-SERWETKI GASTRONOMICZNE 15*15CM A' KART.72 OPK,N2906,OP-SERWETKI GASTRONOMICZNE 15*15CM A' KART.72 OPK,190825,8/19/2027,2,-5,-5,0,0.00,19.95,-7.95,,120000,0,0,,1854461,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z05422,GRUSZKA W SYR.POŁ. 820G/850G/460G,N2906,GRUSZKA W SYROPIE POŁÓWKA. 850G/460G KAJ-MAX,C019882\0028926,12/31/2025,2,-3,-3,0,0.00,19.50,-14.97,,110000,0,0,,1854460,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z00031,OW-538,N2906,KOKTAJL OWOCOWY EUROPEJSKI A'425G/250 G VERA,X23HJD1,11/19/2026,2,-3,-3,0,0.00,13.50,-9.90,,100000,0,0,,1854459,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z00017,OW-007,N2906,BRZOSKWINIA POŁÓWKI 850ML/820G/470G KAJ-MAX,311226,12/31/2026,2,-3,-3,0,0.00,19.50,-13.11,,90000,0,0,,1854458,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z04646,OWIJKI DO NAPOJÓW DO KUBKA 300 ML A'100 SZT,N2906,OWIJKI DO NAPOJÓW DO KUBKA 300 ML A'100 SZT,123,8/8/2030,2,-2,-2,0,0.00,39.00,-30.00,,80000,0,0,,1854457,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z01968,R-709,N2906,"SYROP KARMELOWY 0,7L MONIN",30.06.2028,6/30/2028,2,-1,-1,0,0.00,40.90,-32.31,,70000,0,0,,1854456,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z01973,R-708,N2906,"SYROP VANILIOWY VANILLA 0,7L MONIN",31.07.2028,7/31/2028,2,-1,-1,0,0.00,40.90,-32.31,,60000,0,0,,1854455,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z04651,"SYROP PUMPKIN SPICE KORZENNY DYNIOWY A'0,7L MONIN",N2906,"SYROP PUMPKIN SPICE KORZENNY DYNIOWY A'0,7L MONIN",09.2028,9/30/2028,2,-1,-1,0,0.00,40.90,-32.31,,50000,0,0,,1854454,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z08104,"SYROP MIODOWY A'0,7L MONIN",N2906,"SYROP MIODOWY A'0,7L MONIN",11648385296,10/31/2028,2,-1,-1,0,0.00,40.90,-32.31,,40000,0,0,,1854453,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z06518,ŚMIETANA DEBIC W SPRAU 26%  A'700 ML,N2906,ŚMIETANA DEBIC W SPRAU 26%  A'700 ML,10G1D92,4/16/2026,2,-2,-2,0,0.00,57.00,-47.80,,30000,0,0,,1854452,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z02744,"MLEKO PŁYNNE BEZ LAKTOZY 3,2% A'1L ŁOWICZ",N2906,"MLEKO PŁYNNE BEZ LAKTOZY 3,2% A'1L ŁOWICZ",260406/L3,4/6/2026,2,-24,-24,0,0.00,88.80,-71.52,,20000,0,0,,1854451,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31955,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N2906,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-48,-48,0,0.00,167.52,-125.28,,10000,0,0,,1854450,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z00155,R-006,N1703,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-25,-25,0,0.00,67.25,-48.50,,130000,0,0,,1854449,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z03313,ŚLIWKA SUSZONA 50/60 A'10KG,N1703,ŚLIWKA SUSZONA 80/90 A'10KG,E682-1-6,1/31/2027,2,-10,-10,0,0.00,160.00,-138.00,,120000,0,0,,1854448,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z03515,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,N1703,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,17.11.2028,11/17/2028,2,-4,-4,0,0.00,50.60,-44.00,,110000,0,0,,1854447,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z00175,R-212,N1703,MIÓD SZTUCZNY PREMIUM 15KG  HOLGER FOOD,07112026,11/7/2026,2,-15,-15,0,0.00,79.50,-66.75,,100000,0,0,,1854446,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z01845,SŁONECZNIK  A'1KG,N1703,SŁONECZNIK  A'1KG,70/L/N/1/1,2/28/2026,2,-2,-2,0,0.00,17.00,-15.40,,90000,0,0,,1854445,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z03761,MASCARPONE A'1 KG  BIERUŃ,N1703,MASCARPONE A'1 KG  BIERUŃ,13.01.2026,1/13/2026,2,-5,-5,0,0.00,102.45,-91.50,,80000,0,0,,1854444,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z03489,ŚMIETANKA UHT 36% KARTON 5L. BIERUŃ,N1703,ŚMIETANKA UHT 36% KARTON A'5L BIERUŃ NIEBIESKA,28.04.2026,4/28/2026,2,-25,-25,0,0.00,422.50,-373.75,,70000,0,0,,1854443,,,,0, ,0
